City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,Kamina,-8.7386,24.9906,72.48,77,82,5.39,CD,2021-04-08 15:26:09
271,Lovozero,68.005,35.0117,31.48,98,100,6.78,RU,2021-04-08 15:26:09
272,Fort Nelson,58.8053,-122.7002,6.8,85,75,1.99,CA,2021-04-08 15:26:10
273,Ulaanbaatar,47.9077,106.8832,33.8,37,0,2.44,MN,2021-04-08 15:24:32
274,Saldanha,-33.0117,17.9442,73.4,56,54,17.27,ZA,2021-04-08 15:26:11
275,Kathmandu,27.7167,85.3167,66.2,55,75,3.44,NP,2021-04-08 15:22:21
276,Port-Gentil,-0.7193,8.7815,87.8,74,20,14.97,GA,2021-04-08 15:25:25
277,Keflavik,64.0049,-22.5624,24.8,63,75,26.46,IS,2021-04-08 15:26:11
278,Tarko-Sale,64.9225,77.785,16.56,97,31,2.55,RU,2021-04-08 15:26:12
279,Kamaishi,39.2667,141.8833,39.27,48,83,3.69,JP,2021-04-08 15:26:12
280,Beringovskiy,63.05,179.3167,-15.21,97,19,2.77,RU,2021-04-08 15:23:47
281,Cristalina,-16.7686,-47.6136,67.98,72,100,10.6,BR,2021-04-08 15:26:13
282,Naica,27.85,-105.4833,72.0,11,89,4.43,MX,2021-04-08 15:26:13
283,Ornskoldsvik,63.2909,18.7153,39.2,35,57,11.5,SE,2021-04-08 15:26:13
284,Parfenyevo,58.484,43.4088,35.58,88,80,17.98,RU,2021-04-08 15:26:14
285,Westport,41.1415,-73.3579,64.0,62,1,9.22,US,2021-04-08 15:25:34
286,Nacala,-14.5428,40.6728,82.4,69,40,10.36,MZ,2021-04-08 15:26:14
287,Payakumbuh,-0.2202,100.6308,70.07,96,89,2.86,ID,2021-04-08 15:26:15
288,Kolaras,25.2333,77.6,87.44,13,0,7.85,IN,2021-04-08 15:26:15
289,Miasskoye,55.2784,61.8905,37.4,100,75,6.71,RU,2021-04-08 15:26:16
290,Moron,-34.6534,-58.6198,78.01,69,100,4.0,AR,2021-04-08 15:23:05
291,Along,28.1667,94.7667,71.55,54,99,1.3,IN,2021-04-08 15:26:16
292,Mingaora,34.7758,72.3625,54.18,67,61,8.03,PK,2021-04-08 15:26:17
293,Ancud,-41.8697,-73.8203,55.99,94,75,10.36,CL,2021-04-08 15:26:17
294,Krasnoselkup,65.7,82.4667,10.31,95,49,3.76,RU,2021-04-08 15:26:18
295,Lagoa,39.05,-27.9833,59.14,87,28,23.44,PT,2021-04-08 15:26:18
296,Gat,31.61,34.7642,66.0,12,43,12.53,IL,2021-04-08 15:22:17
297,Choix,26.7092,-108.3219,80.4,21,100,2.91,MX,2021-04-08 15:26:19
298,Srednekolymsk,67.45,153.6833,4.12,91,100,4.54,RU,2021-04-08 15:26:19
299,Esna,25.2934,32.554,98.6,12,0,6.91,EG,2021-04-08 15:26:19
300,Portomaggiore,44.6985,11.8068,63.0,27,20,6.91,IT,2021-04-08 15:26:20
301,Maceio,-9.6658,-35.7353,87.8,62,75,6.91,BR,2021-04-08 15:26:16
302,Chokurdakh,70.6333,147.9167,-15.07,96,100,3.8,RU,2021-04-08 15:22:17
303,San Carlos De Bariloche,-41.1456,-71.3082,53.6,50,75,17.27,AR,2021-04-08 15:26:21
304,Nouadhibou,20.931,-17.0347,73.4,60,0,19.57,MR,2021-04-08 15:26:21
305,Cidreira,-30.1811,-50.2056,77.11,69,1,19.35,BR,2021-04-08 15:26:21
306,Laguna,38.421,-121.4238,50.0,87,1,3.53,US,2021-04-08 15:24:28
307,Ardmore,34.1743,-97.1436,66.0,36,1,6.91,US,2021-04-08 15:26:22
308,Belmonte,-15.8631,-38.8828,82.4,74,75,18.41,BR,2021-04-08 15:26:22
309,Xai-Xai,-25.0519,33.6442,76.84,73,97,7.78,MZ,2021-04-08 15:26:23
310,Yulara,-25.2406,130.9889,68.0,37,7,3.44,AU,2021-04-08 15:24:40
311,Caledonia,42.8078,-87.9242,57.2,94,90,12.66,US,2021-04-08 15:26:23
312,Te Anau,-45.4167,167.7167,44.37,92,3,2.1,NZ,2021-04-08 15:26:24
313,Adrar,20.5022,-10.0711,96.42,9,0,5.17,MR,2021-04-08 15:26:24
314,Barstow,34.8986,-117.0228,66.2,27,1,26.46,US,2021-04-08 15:26:25
315,Hirara,24.8,125.2833,70.38,66,66,13.33,JP,2021-04-08 15:26:25
316,Narsaq,60.9167,-46.05,42.8,39,40,6.91,GL,2021-04-08 15:26:25
317,Pokhara,28.2333,83.9833,71.51,27,50,6.73,NP,2021-04-08 15:26:26
318,Soure,-0.7167,-48.5233,82.98,72,100,9.73,BR,2021-04-08 15:26:26
319,Lorengau,-2.0226,147.2712,81.19,79,100,13.31,PG,2021-04-08 15:26:27
320,Rock Sound,24.9,-76.2,71.73,58,5,9.86,BS,2021-04-08 15:26:27
321,Baruun-Urt,46.6806,113.2792,44.1,25,35,6.73,MN,2021-04-08 15:26:28
322,Elektrostal,55.7919,38.4422,39.2,60,40,15.66,RU,2021-04-08 15:26:28
323,Cherskiy,68.75,161.3,-14.67,100,89,6.4,RU,2021-04-08 15:22:20
324,Tirana,41.3275,19.8189,53.6,37,0,13.8,AL,2021-04-08 15:26:29
325,Richards Bay,-28.783,32.0377,75.25,77,19,7.11,ZA,2021-04-08 15:26:29
326,Dudinka,69.4058,86.1778,0.99,90,100,6.26,RU,2021-04-08 15:26:29
327,Kibala,9.1104,18.3463,105.8,18,20,9.22,TD,2021-04-08 15:26:30
328,Bosaso,11.2842,49.1816,82.4,74,0,19.57,SO,2021-04-08 15:26:30
329,Vanderhoof,54.0166,-124.0198,29.55,62,1,8.16,CA,2021-04-08 15:26:31
330,San Quintin,30.4833,-115.95,64.63,69,2,13.09,MX,2021-04-08 15:26:31
331,Shugurovo,54.5083,52.1326,38.28,95,74,13.13,RU,2021-04-08 15:26:31
332,Haines Junction,60.7522,-137.5108,-0.4,71,98,1.14,CA,2021-04-08 15:26:32
333,Houma,29.5958,-90.7195,75.99,73,1,4.61,US,2021-04-08 15:21:38
334,Kazanskaya,45.4106,40.4361,57.0,67,100,11.03,RU,2021-04-08 15:26:32
335,Pierre,44.3683,-100.351,52.0,53,1,13.8,US,2021-04-08 15:26:33
336,Bambey,14.6955,-16.4493,109.4,17,0,9.22,SN,2021-04-08 15:26:33
337,Luwuk,-0.9516,122.7875,78.98,84,100,1.95,ID,2021-04-08 15:26:34
338,Launceston,-41.45,147.1667,57.99,94,90,14.97,AU,2021-04-08 15:22:03
339,Yenagoa,4.9247,6.2642,87.94,66,100,6.06,NG,2021-04-08 15:24:55
340,Kota Belud,6.351,116.4305,78.8,89,20,5.75,MY,2021-04-08 15:26:35
341,Lebedinyy,58.5167,125.5167,23.05,87,91,13.49,RU,2021-04-08 15:26:35
342,Cabo San Lucas,22.8909,-109.9124,80.6,32,20,3.51,MX,2021-04-08 15:26:36
343,Isangel,-19.55,169.2667,77.43,79,95,10.96,VU,2021-04-08 15:26:36
344,Araouane,18.9048,-3.5265,102.02,6,0,10.07,ML,2021-04-08 15:26:36
345,Wairoa,-39.0333,177.3667,55.0,96,95,1.99,NZ,2021-04-08 15:26:37
346,Vao,-22.6667,167.4833,77.13,78,100,20.4,NC,2021-04-08 15:23:43
347,Askiz,53.1319,90.5264,37.8,71,100,5.68,RU,2021-04-08 15:26:37
348,Spornoye,50.8448,37.2913,41.0,56,75,6.71,RU,2021-04-08 15:26:38
349,Quatre Cocos,-20.2078,57.7625,81.0,74,75,6.91,MU,2021-04-08 15:26:38
350,Gold Coast,-28.0,153.4333,68.0,77,1,5.75,AU,2021-04-08 15:26:39
351,Mercedes,-34.6515,-59.4307,77.0,70,100,15.55,AR,2021-04-08 15:26:39
352,Sarankhola,22.3082,89.7897,77.52,80,7,6.08,BD,2021-04-08 15:26:39
353,Nakamura,32.9833,132.9333,50.23,74,2,5.1,JP,2021-04-08 15:26:40
354,Chinsali,-10.5414,32.0816,68.11,85,71,7.85,ZM,2021-04-08 15:26:40
355,Dawson,31.7735,-84.4466,73.4,78,75,10.36,US,2021-04-08 15:26:40
356,Matabungkay,13.9523,120.6198,78.06,72,15,7.23,PH,2021-04-08 15:26:41
357,Borgarnes,64.5383,-21.9206,23.0,67,34,45.01,IS,2021-04-08 15:26:41
358,Bay Roberts,47.5999,-53.2648,42.8,93,90,10.36,CA,2021-04-08 15:26:42
359,Ellisras,-23.6649,27.7443,85.5,25,20,2.33,ZA,2021-04-08 15:26:42
360,Alofi,-19.0595,-169.9187,73.4,94,2,4.61,NU,2021-04-08 15:24:28
361,Gannan,47.9147,123.5031,37.85,29,54,5.59,CN,2021-04-08 15:26:43
362,Dauphin,51.1494,-100.0502,48.2,43,1,10.36,CA,2021-04-08 15:26:43
363,Karpogory,64.0019,44.4451,36.81,96,100,14.27,RU,2021-04-08 15:26:44
364,Tubuala,9.5167,-79.0333,84.2,70,40,6.91,PA,2021-04-08 15:26:44
365,Waingapu,-9.6567,120.2641,77.68,86,96,3.24,ID,2021-04-08 15:26:44
366,Panguna,-6.3164,155.4848,67.64,97,100,1.92,PG,2021-04-08 15:26:45
367,Zahirabad,17.6833,77.6167,87.48,31,97,11.25,IN,2021-04-08 15:26:45
368,Anadyr,64.75,177.4833,-11.2,70,0,8.95,RU,2021-04-08 15:26:46
369,Banjar,-8.19,114.9675,80.6,83,20,5.75,ID,2021-04-08 15:26:46
370,Erenhot,43.6475,111.9767,49.95,24,1,6.8,CN,2021-04-08 15:26:47
371,Poum,-20.2333,164.0167,79.45,82,100,19.53,NC,2021-04-08 15:26:47
372,Baculin,7.4525,126.5842,77.85,88,92,7.9,PH,2021-04-08 15:26:47
373,Olinda,-8.0089,-34.8553,84.2,61,40,12.66,BR,2021-04-08 15:26:48
374,Mkuranga,-7.118,39.2078,77.0,88,40,11.5,TZ,2021-04-08 15:26:48
375,Port-Cartier,50.0334,-66.8654,46.4,81,75,9.22,CA,2021-04-08 15:26:49
376,Rio Grande,-32.035,-52.0986,82.4,57,0,17.27,BR,2021-04-08 15:26:03
377,Tucuma,-0.1833,-50.05,82.18,76,78,4.03,BR,2021-04-08 15:24:52
378,Colares,38.7992,-9.4469,68.0,60,20,8.05,PT,2021-04-08 15:26:49
379,Buchanan,5.8808,-10.0467,89.6,66,75,9.22,LR,2021-04-08 15:26:50
380,Pitimbu,-7.4706,-34.8086,86.0,70,40,17.27,BR,2021-04-08 15:26:50
381,Sao Joao Da Barra,-21.6403,-41.0511,80.6,65,75,5.75,BR,2021-04-08 15:26:51
382,Obama,35.4958,135.746,48.99,82,78,1.99,JP,2021-04-08 15:26:51
383,Zabaykalsk,49.6333,117.3167,45.61,29,93,4.72,RU,2021-04-08 15:26:51
384,Margate,51.3813,1.3862,52.0,44,95,4.0,GB,2021-04-08 15:26:52
385,Mount Gambier,-37.8333,140.7667,55.4,88,90,11.5,AU,2021-04-08 15:22:00
386,Agropoli,40.3469,14.9966,57.0,41,0,13.8,IT,2021-04-08 15:26:52
387,Buturlino,55.5667,44.8974,38.55,76,15,17.18,RU,2021-04-08 15:26:53
388,Paciran,-6.8767,112.3761,80.53,84,99,11.81,ID,2021-04-08 15:26:53
389,Bambanglipuro,-7.95,110.2833,79.29,86,100,6.26,ID,2021-04-08 15:26:54
390,San Cristobal,7.7669,-72.225,80.6,78,40,4.61,VE,2021-04-08 15:26:54
391,Peterhead,57.5058,-1.7981,53.6,50,100,23.02,GB,2021-04-08 15:26:54
392,Gainesville,29.6516,-82.3248,81.0,43,1,6.91,US,2021-04-08 15:26:11
393,Luderitz,-26.6481,15.1594,75.11,56,6,14.03,NA,2021-04-08 15:26:55
394,Salinopolis,-0.6136,-47.3561,80.01,83,100,11.32,BR,2021-04-08 15:26:55
395,Samarai,-10.6167,150.6667,80.78,78,100,6.64,PG,2021-04-08 15:26:56
396,Moose Factory,51.2585,-80.6094,37.4,80,75,9.22,CA,2021-04-08 15:26:56
397,Nanortalik,60.1432,-45.2371,37.76,62,75,8.03,GL,2021-04-08 15:23:25
398,Sindor,62.8629,51.8905,39.29,91,100,15.39,RU,2021-04-08 15:26:57
399,Karpathos,35.507,27.2132,66.2,63,20,14.97,GR,2021-04-08 15:26:57
400,Yeppoon,-23.1333,150.7333,71.6,94,1,1.25,AU,2021-04-08 15:23:34
401,Grootfontein,-19.5667,18.1167,80.6,41,20,10.36,NA,2021-04-08 15:26:58
402,Killam,52.7834,-111.8518,37.4,75,100,20.71,CA,2021-04-08 15:26:58
403,Egvekinot,66.3167,-179.1667,-18.63,93,24,4.0,RU,2021-04-08 15:26:59
404,Klaksvik,62.2266,-6.589,30.2,80,75,29.93,FO,2021-04-08 15:27:00
405,Zabol,32.25,67.25,60.91,19,0,9.48,AF,2021-04-08 15:27:00
406,Talaya,61.3833,152.75,-15.48,96,23,4.47,RU,2021-04-08 15:27:01
407,Saint-Augustin,51.226,-58.6502,40.23,90,65,5.1,CA,2021-04-08 15:27:02
408,Aswan,24.0934,32.907,97.92,5,36,14.29,EG,2021-04-08 15:24:16
409,Carahue,-38.7,-73.1667,51.8,100,90,3.44,CL,2021-04-08 15:27:02
410,Nieves,15.3274,120.9485,80.6,78,75,4.61,PH,2021-04-08 15:27:03
411,Camacha,33.0833,-16.3333,69.8,73,20,12.66,PT,2021-04-08 15:27:03
412,Marsabit,2.3284,37.9899,76.91,47,73,12.95,KE,2021-04-08 15:27:03
413,Sisimiut,66.9395,-53.6735,33.22,79,100,11.45,GL,2021-04-08 15:27:04
414,Lashio,22.9333,97.75,72.27,51,90,1.28,MM,2021-04-08 15:27:04
415,Parian Dakula,5.5567,120.7719,82.44,72,100,6.35,PH,2021-04-08 15:27:05
416,Sabzevar,36.2126,57.6819,75.2,19,0,4.61,IR,2021-04-08 15:26:05
417,Mehamn,71.0357,27.8492,30.2,69,0,5.75,NO,2021-04-08 15:27:05
418,Kalmunai,7.4167,81.8167,80.38,73,33,8.19,LK,2021-04-08 15:26:14
419,Prince Rupert,54.3161,-130.3201,37.4,93,1,5.75,CA,2021-04-08 15:27:06
420,Kingseat,56.0974,-3.4084,50.0,71,75,32.21,GB,2021-04-08 15:27:06
421,Cockburn Town,21.4612,-71.1419,73.96,63,100,15.37,TC,2021-04-08 15:27:07
422,Pisco,-13.7,-76.2167,71.01,78,0,5.75,PE,2021-04-08 15:27:07
423,Sambava,-14.2667,50.1667,78.33,85,87,12.93,MG,2021-04-08 15:27:08
424,Lafiagi,8.8667,5.4167,109.71,14,20,5.14,NG,2021-04-08 15:27:08
425,Tukrah,32.5341,20.5791,63.61,65,8,14.07,LY,2021-04-08 15:27:09
426,Paamiut,61.994,-49.6678,33.39,81,97,16.13,GL,2021-04-08 15:27:09
427,Clarence Town,-32.5833,151.7833,63.0,100,40,1.14,AU,2021-04-08 15:27:09
428,Denizli,37.8402,29.0698,57.2,54,75,13.8,TR,2021-04-08 15:24:34
429,Havelock,34.8791,-76.9013,73.99,49,20,1.77,US,2021-04-08 15:27:10
430,Jilib,0.4883,42.7854,83.89,67,100,7.58,SO,2021-04-08 15:27:10
431,Krabi,8.0726,98.9105,82.4,74,20,4.61,TH,2021-04-08 15:27:11
432,Sibolga,1.7427,98.7792,77.49,89,100,2.53,ID,2021-04-08 15:27:11
433,Kushiro,42.975,144.3747,31.41,62,0,10.58,JP,2021-04-08 15:27:12
434,College,64.8569,-147.8028,9.0,66,90,4.61,US,2021-04-08 15:25:34
435,Monrovia,6.3005,-10.7969,89.6,66,75,9.22,LR,2021-04-08 15:25:31
436,Moundsville,39.9203,-80.7431,75.2,38,1,12.66,US,2021-04-08 15:27:12
437,Shirokiy,49.758,129.523,29.88,71,40,7.4,RU,2021-04-08 15:27:13
438,Upernavik,72.7868,-56.1549,16.99,58,100,4.43,GL,2021-04-08 15:27:13
439,Noumea,-22.2763,166.4572,78.01,78,0,2.3,NC,2021-04-08 15:27:14
440,Oussouye,12.485,-16.5469,107.6,51,0,6.91,SN,2021-04-08 15:27:14
441,Banda Aceh,5.5577,95.3222,80.51,77,18,2.98,ID,2021-04-08 15:27:15
442,Bronnoysund,65.4625,12.1997,33.8,80,75,9.22,NO,2021-04-08 15:27:15
443,Shieli,44.1667,66.75,68.56,24,73,7.11,KZ,2021-04-08 15:27:15
444,Kerch,45.3583,36.4758,38.61,93,100,18.59,UA,2021-04-08 15:27:16
445,Olafsvik,64.8945,-23.7142,25.75,53,26,23.8,IS,2021-04-08 15:27:16
446,Strezhevoy,60.7333,77.5889,30.2,93,0,2.24,RU,2021-04-08 15:22:44
447,Mexico,15.0646,120.7198,80.6,78,75,4.61,PH,2021-04-08 15:27:17
448,Jinchang,38.4953,102.1739,54.7,44,100,10.42,CN,2021-04-08 15:27:17
449,Minab,27.1467,57.0801,80.6,74,4,11.5,IR,2021-04-08 15:27:18
450,Belyy Yar,53.6039,91.3903,37.4,81,40,8.95,RU,2021-04-08 15:27:18
451,Tena,-0.9833,-77.8167,80.6,78,75,3.44,EC,2021-04-08 15:27:18
452,Biltine,14.5333,20.9167,102.81,5,88,4.88,TD,2021-04-08 15:27:19
453,Faya,18.3851,42.4509,73.4,53,20,12.66,SA,2021-04-08 15:27:19
454,Verkhnevilyuysk,63.4453,120.3167,24.84,96,100,5.79,RU,2021-04-08 15:27:20
455,Comodoro Rivadavia,-45.8667,-67.5,64.4,42,0,10.36,AR,2021-04-08 15:23:03
456,Ondarroa,43.3167,-2.4167,73.99,35,0,4.61,ES,2021-04-08 15:27:20
457,Batemans Bay,-35.7167,150.1833,63.0,96,98,4.0,AU,2021-04-08 15:27:21
458,Coquimbo,-29.9533,-71.3436,64.4,72,0,9.22,CL,2021-04-08 15:23:01
459,Burnie,-41.0667,145.9167,52.0,81,100,8.99,AU,2021-04-08 15:27:21
460,Sayyan,15.1718,44.3244,69.4,13,6,8.81,YE,2021-04-08 15:27:22
461,Acari,-15.4311,-74.6158,76.78,65,100,6.82,PE,2021-04-08 15:23:10
462,Kerema,-7.9631,145.7785,76.44,86,100,3.74,PG,2021-04-08 15:27:22
463,Bumba,2.1833,22.4667,79.29,67,91,5.26,CD,2021-04-08 15:27:22
464,Locri,38.2414,16.2623,57.2,38,1,14.97,IT,2021-04-08 15:27:23
465,Biak,-0.9131,122.8766,77.68,79,100,1.05,ID,2021-04-08 15:27:24
466,Kloulklubed,7.0419,134.2556,80.6,83,75,4.61,PW,2021-04-08 15:27:24
467,Rio Bueno,-40.3167,-72.9667,57.2,93,75,10.36,CL,2021-04-08 15:27:24
468,Duku,11.2361,4.9073,108.88,8,14,0.65,NG,2021-04-08 15:27:25
469,Oranjemund,-28.55,16.4333,68.09,69,9,15.1,NA,2021-04-08 15:27:25
470,Usinsk,65.9939,57.5281,37.4,91,99,11.9,RU,2021-04-08 15:27:25
471,Sfantu Gheorghe,45.8667,25.7833,37.99,72,77,5.99,RO,2021-04-08 15:27:26
472,Gunjur,13.2019,-16.7339,102.2,27,0,11.5,GM,2021-04-08 15:27:26
473,Oistins,13.0667,-59.5333,86.0,58,40,14.97,BB,2021-04-08 15:23:39
474,Salamiyah,35.0113,37.0532,69.66,34,67,14.76,SY,2021-04-08 15:27:27
475,Damara,4.9608,18.7035,75.2,88,40,3.44,CF,2021-04-08 15:27:27
476,Yar-Sale,66.8333,70.8333,29.1,87,100,11.77,RU,2021-04-08 15:27:28
477,Port Macquarie,-31.4333,152.9167,61.0,99,16,3.0,AU,2021-04-08 15:23:04
478,Jacksonville,30.3322,-81.6556,79.0,43,40,8.05,US,2021-04-08 15:24:05
479,Petukhovo,55.0692,67.9019,34.68,86,100,8.52,RU,2021-04-08 15:27:29
480,Ramsey,45.0333,-93.0835,59.0,94,90,9.24,US,2021-04-08 15:27:29
481,Hobyo,5.3505,48.5268,82.36,70,13,12.64,SO,2021-04-08 15:27:30
482,Brigantine,39.4101,-74.3646,63.0,55,1,9.22,US,2021-04-08 15:27:30
483,Jiazi,22.8779,116.067,66.94,81,100,17.49,CN,2021-04-08 15:27:31
484,Nagorsk,59.3172,50.8078,38.08,92,100,14.25,RU,2021-04-08 15:27:31
485,Hami,42.8,93.45,62.94,20,100,4.65,CN,2021-04-08 15:27:31
486,Russell,32.3502,-85.1999,68.0,83,90,10.36,US,2021-04-08 15:27:32
487,Bitung,1.4451,125.1824,77.0,88,20,3.85,ID,2021-04-08 15:27:32
488,Umkomaas,-30.2067,30.7978,75.0,85,4,7.2,ZA,2021-04-08 15:27:33
489,Salalah,17.0151,54.0924,82.4,69,0,9.22,OM,2021-04-08 15:24:02
490,Kamenka,51.3223,42.7678,44.01,59,100,8.72,RU,2021-04-08 15:27:33
491,Los Llanos De Aridane,28.6585,-17.9182,71.6,73,40,6.91,ES,2021-04-08 15:27:34
492,Oskaloosa,41.2964,-92.6444,51.8,82,90,11.5,US,2021-04-08 15:27:34
493,Sakakah,29.9697,40.2064,91.4,7,0,14.97,SA,2021-04-08 15:27:35
494,Mbini,1.574,9.6134,87.8,84,40,13.8,GQ,2021-04-08 15:27:35
495,Santa Maria,-29.6842,-53.8069,86.0,45,0,9.22,BR,2021-04-08 15:27:35
496,Bonavista,48.6499,-53.1147,44.6,100,100,3.44,CA,2021-04-08 15:27:36
497,San Jeronimo,-11.9472,-75.2829,54.07,73,100,2.71,PE,2021-04-08 15:27:36
498,Luanda,-8.8368,13.2343,87.8,74,40,10.36,AO,2021-04-08 15:24:57
499,Scarborough,54.2797,-0.4044,51.01,60,100,5.01,GB,2021-04-08 15:27:37
500,Sile,41.1754,29.6133,46.99,93,75,16.11,TR,2021-04-08 15:27:37
501,Doha,25.2867,51.5333,80.01,38,0,6.91,QA,2021-04-08 15:26:26
502,Sept-Iles,50.2001,-66.3821,46.4,76,100,2.3,CA,2021-04-08 15:27:38
503,Sal Rei,16.1833,-22.9167,77.0,65,20,19.57,CV,2021-04-08 15:27:38
504,Gewane,10.1664,40.6453,93.22,8,15,8.39,ET,2021-04-08 15:27:39
505,Taoudenni,22.6783,-3.9836,99.54,7,4,15.03,ML,2021-04-08 15:27:39
506,Ayr,55.4627,-4.6339,46.4,87,40,24.16,GB,2021-04-08 15:27:39
507,Yichang,30.7144,111.2847,55.99,80,46,0.78,CN,2021-04-08 15:27:40
508,Karasburg,-28.0167,18.75,90.39,16,1,9.51,NA,2021-04-08 15:27:40
509,Eureka,40.8021,-124.1637,46.99,77,98,6.49,US,2021-04-08 15:27:41
510,Roebourne,-20.7833,117.1333,83.86,73,11,15.08,AU,2021-04-08 15:27:41
511,Lahij,13.1667,44.5833,82.69,27,23,9.28,YE,2021-04-08 15:27:42
512,Alyangula,-13.8483,136.4192,73.4,100,100,8.21,AU,2021-04-08 15:27:42
513,Mamallapuram,12.6264,80.1722,82.4,74,20,5.75,IN,2021-04-08 15:27:42
514,Xining,36.6167,101.7667,46.53,67,99,12.66,CN,2021-04-08 15:27:43
515,Labuhan,-6.8844,112.2051,80.51,84,97,11.59,ID,2021-04-08 15:27:43
516,Ca Mau,9.1769,105.15,80.51,73,95,3.69,VN,2021-04-08 15:27:44
517,Kez,57.8979,53.7152,37.33,93,97,11.52,RU,2021-04-08 15:27:44
518,Novyy Urengoy,66.0833,76.6333,5.31,94,50,2.06,RU,2021-04-08 15:24:24
519,Villablino,42.9393,-6.3194,66.0,35,99,5.99,ES,2021-04-08 15:27:45
520,Felipe Carrillo Puerto,19.5833,-88.05,86.09,56,83,5.68,MX,2021-04-08 15:27:45
521,Taksimo,56.3444,114.8794,28.44,91,100,1.9,RU,2021-04-08 15:27:46
522,Aklavik,68.2191,-135.0107,-9.4,77,75,10.36,CA,2021-04-08 15:27:46
523,Moldovita,47.6833,25.5333,48.0,48,72,9.08,RO,2021-04-08 15:27:46
524,Borehamwood,51.6547,-0.2776,52.0,54,75,16.11,GB,2021-04-08 15:27:47
525,Nipawin,53.3668,-104.0009,46.4,53,75,14.97,CA,2021-04-08 15:27:47
526,Tautira,-17.7333,-149.15,75.2,78,20,4.61,PF,2021-04-08 15:27:48
527,Sangmelima,2.9333,11.9833,85.59,52,97,2.19,CM,2021-04-08 15:27:48
528,Ende,-8.8432,121.6623,77.4,89,88,1.14,ID,2021-04-08 15:27:49
529,Khani,41.9563,42.9566,62.6,63,75,13.8,GE,2021-04-08 15:23:27
530,Cabedelo,-6.9811,-34.8339,86.0,70,40,17.27,BR,2021-04-08 15:23:40
531,Dwarka,22.2394,68.9678,81.68,68,0,14.23,IN,2021-04-08 15:27:49
532,Les Herbiers,46.8667,-1.0167,59.0,31,0,6.91,FR,2021-04-08 15:27:50
533,Warmbad,-28.45,18.7333,93.38,16,0,5.3,NA,2021-04-08 15:27:50
534,Anahuac,27.2333,-100.15,80.6,61,1,10.36,MX,2021-04-08 15:27:51
535,San Vicente De Canete,-13.0751,-76.3835,72.68,78,100,4.92,PE,2021-04-08 15:27:51
536,Yelahanka,13.1075,77.6003,87.01,21,100,10.36,IN,2021-04-08 15:27:52
537,Gornorechenskiy,44.2624,135.1133,28.81,49,100,10.8,RU,2021-04-08 15:27:52
538,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.13,64,83,12.33,BR,2021-04-08 15:27:52
539,Milkovo,54.7167,158.6167,25.25,74,100,17.6,RU,2021-04-08 15:27:53
540,Elvas,38.8815,-7.1628,69.8,49,20,6.91,PT,2021-04-08 15:27:53
